brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
Audi,A4,2019,Automatic,6000,Diesel,145,45.6,2.0,26990
Audi,RS5,2019,Automatic,10,Petrol,145,30.4,2.9,51990
Audi,RS3,2020,Automatic,10,Petrol,145,30.1,2.5,42490
Audi,A5,2020,Automatic,10,Diesel,145,47.1,2.0,30990
Audi,A1,2016,Manual,31617,Petrol,30,56.5,1.4,12999
Audi,A6,2018,Automatic,60899,Diesel,150,58.9,2.0,18990
Audi,Q5,2013,Automatic,81957,Diesel,205,47.1,2.0,14990
Audi,A5,2017,Automatic,43708,Diesel,150,62.8,2.0,21490
Audi,Q2,2017,Automatic,36000,Petrol,150,52.3,1.4,20495
Audi,A6,2016,Automatic,32000,Diesel,165,50.4,3.0,24990
Audi,A6,2020,Automatic,3455,Diesel,145,50.4,2.0,37990
Audi,Q3,2017,Manual,16514,Petrol,150,49.6,1.4,19445
Audi,A5,2016,Automatic,53000,Diesel,145,56.5,2.0,17695
Audi,Q3,2013,Automatic,42000,Diesel,205,47.9,2.0,13895
Audi,Q2,2017,Manual,22492,Petrol,145,50.4,1.4,18995
Audi,Q2,2018,Manual,18532,Petrol,145,55.4,1.0,16577
Audi,Q2,2018,Automatic,9571,Petrol,145,54.3,1.4,19395
Audi,A6,2003,Manual,129000,Diesel,325,31.7,2.5,2495
Audi,A3,2016,Manual,57097,Diesel,0,83.1,1.6,10990
Audi,Q3,2016,Manual,29858,Diesel,30,60.1,2.0,17990
Audi,TT,2020,Automatic,150,Petrol,145,38.7,2.0,32990
Audi,Q3,2017,Manual,21113,Petrol,150,49.6,1.4,19445
Audi,A3,2017,Manual,19948,Petrol,150,54.3,1.5,18490
Audi,A6,2017,Automatic,53596,Diesel,150,54.3,2.0,20990
Audi,A3,2016,Manual,44000,Diesel,20,70.6,1.6,10490
Audi,A1,2017,Automatic,27369,Petrol,150,56.5,1.4,13990
Audi,A6,2015,Automatic,79197,Diesel,20,67.3,2.0,13990
Audi,A3,2020,Automatic,1350,Diesel,145,51.4,2.0,27490
Audi,Q3,2019,Automatic,1250,Petrol,145,38.2,1.5,35990
Audi,Q8,2019,Automatic,1000,Diesel,145,32.8,3.0,67990
Audi,Q2,2018,Automatic,7442,Petrol,145,52.3,1.4,23245
Audi,Q2,2017,Manual,24755,Petrol,145,52.3,1.4,18495
Audi,A3,2014,Manual,47000,Diesel,20,67.3,2.0,11990
Audi,A3,2015,Manual,54623,Diesel,20,67.3,2.0,13240
Audi,A3,2018,Automatic,27928,Petrol,145,56.5,1.5,21490
Audi,A5,2018,Automatic,20500,Petrol,145,50.4,2.0,23990
Audi,A3,2019,Manual,10000,Diesel,150,51.4,1.6,18990
Audi,A3,2015,Manual,37238,Diesel,0,74.3,1.6,11490
Audi,Q7,2015,Automatic,60043,Diesel,205,47.9,3.0,27900
Audi,A1,2016,Manual,31436,Petrol,0,67.3,1.0,11490
Audi,A4,2019,Automatic,3250,Petrol,145,38.7,2.0,27990
Audi,A4,2019,Automatic,4750,Petrol,145,38.7,2.0,28990
Audi,A4,2019,Automatic,2750,Diesel,145,48.7,2.0,27990
Audi,Q2,2019,Manual,3000,Diesel,145,49.6,1.6,23990
Audi,Q3,2019,Manual,10,Diesel,145,42.8,2.0,27990
Audi,RS3,2020,Automatic,415,Petrol,145,29.7,2.5,41990
Audi,A5,2019,Automatic,3466,Petrol,145,36.7,2.0,35990
Audi,TT,2014,Manual,60000,Petrol,165,44.1,1.8,11990
Audi,Q3,2013,Manual,42300,Diesel,150,54.3,2.0,12990
Audi,A1,2017,Manual,26500,Petrol,150,57.6,1.4,11990
Audi,A1,2014,Manual,32000,Diesel,0,74.3,1.6,10495
Audi,A1,2014,Automatic,52000,Petrol,30,54.3,1.4,9495
Audi,A4,2017,Manual,36187,Diesel,20,70.6,2.0,17445
Audi,A5,2019,Automatic,8065,Diesel,145,50.4,2.0,27990
Audi,Q5,2017,Automatic,12659,Diesel,145,55.4,2.0,28990
Audi,Q7,2017,Automatic,32310,Diesel,145,47.9,3.0,33995
Audi,Q5,2016,Automatic,73156,Diesel,240,42.8,3.0,23795
Audi,A1,2016,Automatic,23000,Diesel,0,74.3,1.6,11990
Audi,A4,2017,Manual,35000,Petrol,125,49.6,2.0,17490
Audi,A3,2018,Automatic,18000,Petrol,150,56.5,1.5,20990
Audi,A1,2013,Automatic,29180,Petrol,30,54.3,1.4,9995
Audi,S3,2014,Automatic,38473,Petrol,205,40.9,2.0,17990
Audi,A6,2015,Automatic,41101,Diesel,20,67.3,2.0,14995
Audi,A5,2016,Automatic,15901,Petrol,165,45.6,2.0,21995
Audi,A6,2016,Automatic,49461,Diesel,125,57.6,2.0,17995
Audi,Q7,2019,Automatic,1335,Diesel,145,33.2,3.0,59990
Audi,Q2,2017,Manual,16829,Petrol,145,52.3,1.4,17995
Audi,A7,2017,Automatic,39309,Diesel,145,52.3,3.0,24490
Audi,A5,2016,Automatic,19151,Petrol,260,35.8,3.0,23995
Audi,A6,2019,Automatic,40000,Diesel,145,54.3,3.0,26490
Audi,A4,2020,Automatic,203,Diesel,145,45.6,2.0,37995
Audi,A3,2020,Manual,5000,Diesel,145,54.3,1.6,20995
Audi,A1,2016,Manual,39463,Diesel,0,76.3,1.6,12490
Audi,TT,2017,Manual,39929,Petrol,145,47.1,1.8,17445
Audi,Q3,2019,Automatic,1082,Petrol,145,38.2,1.5,37490
Audi,Q5,2019,Automatic,2100,Diesel,145,38.2,2.0,37900
Audi,Q7,2019,Automatic,3454,Diesel,145,33.2,3.0,49990
Audi,Q3,2020,Automatic,1500,Diesel,145,47.1,2.0,30990
Audi,Q2,2019,Automatic,6826,Petrol,145,33.2,2.0,28490
Audi,Q7,2016,Automatic,18578,Diesel,200,47.9,3.0,34990
Audi,A1,2017,Manual,27411,Diesel,145,76.3,1.6,11495
Audi,Q2,2017,Manual,17486,Petrol,125,50.4,1.4,20995
Audi,A5,2016,Manual,27416,Diesel,125,58.9,2.0,17495
Audi,Q3,2019,Automatic,10,Petrol,145,38.2,1.5,33990
Audi,Q3,2019,Automatic,67,Petrol,145,38.2,1.5,37990
Audi,Q7,2019,Automatic,10,Diesel,145,33.6,3.0,41799
Audi,A5,2019,Automatic,4298,Diesel,145,45.6,2.0,31990
Audi,Q7,2019,Automatic,10,Diesel,145,33.6,3.0,41495
Audi,Q3,2019,Automatic,3986,Diesel,145,47.1,2.0,36990
Audi,Q5,2019,Automatic,3552,Petrol,145,33.2,2.0,35990
Audi,Q3,2020,Automatic,500,Diesel,145,48.7,2.0,34490
Audi,A5,2020,Automatic,500,Petrol,145,39.2,2.0,37490
Audi,A8,2020,Automatic,250,Diesel,145,39.2,3.0,78990
Audi,Q5,2017,Automatic,33050,Petrol,145,40.4,2.0,28290
Audi,Q5,2016,Automatic,44705,Diesel,235,42.2,3.0,31990
Audi,Q3,2020,Manual,750,Petrol,145,40.9,1.5,32490
Audi,A4,2015,Manual,39608,Diesel,30,61.4,2.0,13290
Audi,A6,2019,Automatic,50,Diesel,145,47.9,2.0,31900
Audi,A5,2019,Automatic,2302,Petrol,145,36.7,2.0,34990
Audi,A1,2016,Manual,15352,Diesel,0,76.3,1.6,12790
Audi,A4,2019,Automatic,1705,Petrol,145,38.2,2.0,34990
Audi,A6,2017,Automatic,46520,Diesel,145,64.2,2.0,18990
Audi,Q3,2018,Manual,6359,Petrol,145,51.4,1.4,21490
Audi,RS5,2019,Automatic,1000,Petrol,145,30.4,2.9,53490
Audi,A4,2019,Automatic,3212,Diesel,145,50.4,2.0,25990
Audi,Q5,2019,Automatic,10,Diesel,145,36.2,2.0,45490
Audi,Q2,2019,Automatic,4826,Petrol,145,33.2,2.0,33990
Audi,TT,2019,Automatic,10,Petrol,145,30.1,2.5,54900
Audi,A4,2019,Automatic,6464,Diesel,145,48.7,2.0,25990
Audi,A4,2019,Automatic,1596,Petrol,145,38.7,2.0,28990
Audi,A7,2019,Automatic,10,Diesel,145,52.3,3.0,33990
Audi,A5,2017,Automatic,10490,Diesel,145,62.8,2.0,24490
Audi,A1,2016,Manual,20257,Petrol,0,67.3,1.0,11645
Audi,A8,2019,Automatic,4850,Diesel,145,40.4,3.0,38990
Audi,A1,2017,Manual,11570,Petrol,30,55.4,1.4,12990
Audi,A4,2019,Manual,750,Petrol,145,39.2,2.0,26990
Audi,Q2,2017,Manual,9865,Petrol,145,52.3,1.4,17990
Audi,A6,2015,Automatic,40479,Diesel,20,67.3,2.0,17495
Audi,A3,2016,Manual,33719,Petrol,30,58.9,1.4,14345
Audi,Q2,2017,Manual,26500,Petrol,145,52.3,1.4,16495
Audi,Q3,2019,Automatic,2240,Petrol,145,38.2,1.5,34990
Audi,TT,2019,Automatic,7881,Petrol,145,38.7,2.0,34490
Audi,Q5,2019,Automatic,3439,Diesel,145,38.2,2.0,35490
Audi,A3,2019,Manual,8480,Diesel,145,51.4,1.6,23240
Audi,Q2,2019,Automatic,10,Petrol,145,33.2,2.0,30990
Audi,A5,2019,Automatic,10,Petrol,145,39.8,2.0,31490
Audi,A5,2019,Manual,10,Petrol,145,38.7,2.0,38990
Audi,A5,2019,Automatic,10,Diesel,145,46.3,2.0,27990
Audi,A3,2019,Manual,1639,Diesel,145,52.3,1.6,23990
Audi,RS6,2015,Automatic,28123,Petrol,555,28.8,4.0,43990
Audi,TT,2016,Manual,20052,Petrol,160,46.3,2.0,18790
Audi,Q2,2019,Automatic,6648,Petrol,145,40.9,1.5,27490
Audi,Q2,2019,Manual,6688,Petrol,145,40.9,1.5,24999
Audi,A4,2019,Automatic,5973,Diesel,145,48.7,2.0,25990
Audi,Q2,2018,Automatic,9231,Petrol,145,52.3,1.4,22990
Audi,A8,2019,Automatic,1000,Diesel,145,40.4,3.0,39995
Audi,RS4,2019,Automatic,4100,Petrol,145,29.1,2.9,56795
Audi,Q3,2019,Automatic,10,Petrol,145,38.2,1.5,33990
Audi,Q5,2019,Automatic,67,Diesel,145,39.2,2.0,34990
Audi,A4,2019,Automatic,2475,Diesel,145,50.4,2.0,28990
Audi,A6,2019,Automatic,5743,Diesel,145,47.9,2.0,29990
Audi,Q5,2019,Automatic,569,Diesel,145,36.2,2.0,45990
Audi,A4,2019,Automatic,2011,Diesel,145,45.6,2.0,29990
Audi,A1,2016,Manual,26895,Petrol,30,57.6,1.4,11990
Audi,Q2,2020,Automatic,101,Petrol,145,42.2,1.5,28490
Audi,A1,2020,Automatic,94,Petrol,145,40.4,2.0,27995
Audi,A5,2019,Automatic,86,Diesel,145,48.7,2.0,29990
Audi,A6,2019,Automatic,2247,Diesel,145,47.9,2.0,32490
Audi,Q3,2019,Automatic,4022,Diesel,145,47.1,2.0,29990
Audi,Q3,2018,Manual,9000,Diesel,145,60.1,2.0,23490
Audi,Q2,2020,Automatic,157,Diesel,145,44.8,2.0,31990
Audi,A5,2019,Automatic,5100,Diesel,145,48.7,2.0,27490
Audi,A4,2016,Manual,83020,Diesel,30,64.2,2.0,13995
Audi,A6,2020,Automatic,5000,Petrol,145,34.0,2.0,38990
Audi,Q3,2019,Manual,10,Petrol,145,40.9,1.5,26990
Audi,Q2,2019,Manual,1707,Diesel,145,49.6,1.6,23990
Audi,Q3,2019,Manual,529,Diesel,145,40.9,2.0,33490
Audi,Q2,2019,Manual,1692,Diesel,145,49.6,1.6,23990
Audi,Q3,2019,Automatic,6675,Petrol,145,38.2,1.5,35990
Audi,A5,2019,Automatic,2776,Diesel,145,45.6,2.0,29999
Audi,Q5,2019,Automatic,2808,Diesel,145,38.2,2.0,37990
Audi,A1,2020,Automatic,244,Petrol,145,40.4,2.0,28445
Audi,A3,2017,Automatic,33056,Petrol,145,43.5,2.0,24495
Audi,A3,2016,Manual,30736,Petrol,30,58.9,1.4,13990
Audi,A5,2016,Manual,38856,Diesel,145,56.5,2.0,18490
Audi,Q5,2018,Automatic,14859,Petrol,145,40.9,2.0,29995
Audi,A4,2019,Automatic,2250,Diesel,145,50.4,2.0,26990
Audi,Q2,2019,Automatic,3883,Petrol,145,33.2,2.0,32990
Audi,A5,2019,Automatic,97,Diesel,145,51.4,2.0,29495
Audi,A5,2019,Automatic,6845,Diesel,145,50.4,2.0,27990
Audi,Q2,2018,Manual,11000,Petrol,145,52.3,1.4,19995
Audi,Q8,2019,Automatic,5680,Diesel,145,33.6,3.0,49495
Audi,Q5,2018,Automatic,7266,Petrol,145,40.9,2.0,28995
Audi,A3,2020,Manual,240,Diesel,145,52.3,1.6,26490
Audi,Q8,2019,Automatic,7961,Diesel,145,32.8,3.0,67495
Audi,A3,2019,Automatic,4680,Diesel,145,52.3,1.6,23990
Audi,A1,2019,Automatic,1587,Petrol,145,40.9,2.0,22990
Audi,A1,2019,Automatic,4717,Petrol,145,40.9,2.0,21990
Audi,A1,2019,Automatic,4877,Petrol,145,40.9,2.0,22490
Audi,Q3,2019,Manual,10,Petrol,145,40.9,1.5,26990
Audi,Q2,2017,Manual,24000,Petrol,145,50.4,1.4,18395
Audi,TT,2002,Manual,99000,Petrol,295,30.1,1.8,2876
Audi,Q5,2019,Automatic,10,Diesel,145,36.2,2.0,44990
Audi,A4,2019,Automatic,2260,Petrol,145,38.7,2.0,27990
Audi,A4,2019,Automatic,2349,Diesel,145,51.4,2.0,22990
Audi,Q3,2019,Automatic,7029,Diesel,145,40.9,2.0,27990
Audi,Q5,2019,Automatic,220,Diesel,145,39.2,2.0,33990
Audi,Q5,2019,Automatic,10,Diesel,145,36.2,2.0,44990
Audi,Q5,2019,Automatic,10200,Diesel,145,38.2,2.0,38490
Audi,A5,2019,Automatic,9150,Petrol,145,39.8,2.0,27999
Audi,A1,2016,Manual,12900,Petrol,0,67.3,1.0,12490
Audi,A1,2016,Manual,21516,Petrol,30,58.9,1.4,14245
Audi,A4,2016,Manual,40500,Diesel,30,67.3,2.0,17990
Audi,Q2,2017,Automatic,20508,Petrol,145,52.3,1.4,20495
Audi,A3,2018,Manual,12134,Diesel,145,70.6,1.6,15490
Audi,Q5,2019,Automatic,10499,Diesel,145,38.2,2.0,32490
Audi,A6,2019,Automatic,3225,Diesel,145,39.8,3.0,31990
Audi,Q3,2019,Automatic,2673,Diesel,145,45.6,2.0,38250
Audi,A4,2015,Automatic,41594,Diesel,205,47.1,2.0,16950
Audi,A3,2015,Automatic,29255,Diesel,30,62.8,2.0,12950
Audi,A3,2017,Manual,21000,Petrol,150,55.4,1.5,15450
Audi,A4,2007,Manual,125000,Petrol,305,34.9,2.0,2675
Audi,A4,2005,Manual,123000,Petrol,300,33.6,1.8,3195
Audi,A4,2019,Automatic,2000,Diesel,145,44.8,2.0,28490
Audi,Q3,2016,Semi-Auto,63938,Diesel,160,50.4,2.0,16450
Audi,TT,2016,Manual,52653,Diesel,30,62.8,2.0,15995
Audi,A3,2017,Automatic,10081,Petrol,150,43.5,2.0,23990
Audi,Q3,2019,Manual,10,Petrol,145,39.8,1.5,29995
Audi,Q3,2019,Manual,10,Petrol,145,39.8,1.5,29995
Audi,Q3,2019,Manual,2688,Diesel,145,42.8,2.0,28490
Audi,Q5,2019,Automatic,2632,Diesel,145,38.2,2.0,39990
Audi,A1,2019,Automatic,3651,Petrol,150,47.9,1.0,18950
Audi,A3,2014,Manual,50652,Diesel,0,74.3,1.6,10950
Audi,Q2,2017,Manual,22939,Petrol,150,55.4,1.0,16450
Audi,A1,2017,Manual,8500,Petrol,150,67.3,1.0,13950
Audi,A3,2016,Semi-Auto,22219,Petrol,30,58.9,1.4,15995
Audi,A1,2014,Manual,23000,Diesel,0,74.3,1.6,12450
Audi,Q5,2017,Automatic,55903,Diesel,145,56.5,2.0,22950
Audi,A5,2017,Automatic,15000,Diesel,150,62.8,2.0,24950
Audi,Q2,2019,Manual,5000,Diesel,145,49.6,1.6,24490
Audi,A1,2019,Automatic,5000,Petrol,145,40.9,2.0,23290
Audi,A5,2019,Manual,10,Petrol,145,37.7,2.0,30990
Audi,A5,2019,Manual,10,Petrol,145,37.2,2.0,30990
Audi,A5,2020,Automatic,10,Petrol,145,39.8,2.0,30990
Audi,Q7,2019,Automatic,7872,Diesel,145,33.2,3.0,44750
Audi,A5,2019,Automatic,3153,Diesel,145,48.7,2.0,28950
Audi,A5,2019,Automatic,6129,Diesel,145,48.7,2.0,28450
Audi,Q7,2018,Automatic,18988,Diesel,145,39.2,4.0,51450
Audi,Q3,2015,Automatic,31094,Petrol,200,40.4,2.0,21950
Audi,TT,2017,Manual,37614,Petrol,145,46.3,2.0,18750
Audi,Q2,2018,Manual,11794,Petrol,145,53.3,1.0,19450
Audi,A1,2017,Manual,21517,Petrol,150,39.8,2.0,19950
Audi,Q2,2019,Manual,6750,Petrol,150,42.8,1.5,20450
Audi,Q2,2017,Automatic,7325,Diesel,150,57.7,2.0,22950
Audi,A1,2014,Manual,28061,Petrol,20,60.1,1.4,11950
Audi,A6,2017,Automatic,37973,Diesel,145,61.4,2.0,21450
Audi,A3,2014,Manual,28181,Petrol,30,57.6,1.2,12950
Audi,A7,2018,Automatic,17087,Diesel,150,38.2,3.0,33950
Audi,Q2,2019,Automatic,5204,Petrol,145,33.2,2.0,30950
Audi,Q3,2019,Manual,3457,Petrol,145,39.8,1.5,28750
Audi,Q3,2019,Automatic,3878,Diesel,145,47.1,2.0,28450
Audi,A4,2019,Automatic,3629,Diesel,145,44.8,2.0,28450
Audi,A5,2019,Automatic,4074,Diesel,145,51.4,2.0,25950
Audi,Q7,2020,Automatic,2402,Diesel,145,33.2,3.0,60950
Audi,RS4,2019,Automatic,5159,Petrol,145,29.1,2.9,59450
Audi,A5,2018,Automatic,12195,Diesel,145,67.3,2.0,22950
Audi,Q3,2019,Manual,2506,Petrol,145,40.9,1.5,27950
Audi,Q3,2019,Manual,1534,Petrol,145,40.9,1.5,28250
Audi,A3,2017,Automatic,33741,Diesel,145,61.4,2.0,18950
Audi,A6,2016,Automatic,31931,Diesel,125,57.6,2.0,18950
Audi,RS4,2018,Automatic,23996,Petrol,145,32.1,2.9,49950
Audi,A4,2017,Automatic,17563,Diesel,30,65.7,2.0,19450
Audi,A3,2015,Automatic,27007,Petrol,200,40.9,2.0,19950
Audi,A1,2016,Manual,49470,Petrol,30,55.4,1.4,11950
Audi,Q2,2017,Manual,24986,Petrol,145,52.3,1.4,18950
Audi,Q3,2019,Manual,10,Diesel,145,42.8,2.0,28490
Audi,Q3,2019,Manual,10,Petrol,145,40.9,1.5,27490
Audi,A4,2019,Automatic,9633,Petrol,145,38.7,2.0,25450
Audi,A8,2019,Automatic,8076,Petrol,145,28.8,3.0,44950
Audi,A4,2019,Automatic,8299,Diesel,145,50.4,2.0,26250
Audi,Q3,2017,Manual,25670,Diesel,145,61.4,2.0,19950
Audi,Q7,2017,Automatic,39202,Diesel,200,47.9,3.0,34950
Audi,Q3,2017,Automatic,22036,Petrol,145,47.9,1.4,22950
Audi,Q3,2019,Automatic,13639,Petrol,145,38.2,1.5,27950
Audi,A1,2012,Manual,70000,Diesel,0,74.3,1.6,7475
Audi,A3,2011,Manual,70000,Diesel,30,64.2,2.0,6875
Audi,Q2,2018,Automatic,19529,Petrol,145,54.3,1.4,20450
Audi,Q2,2018,Automatic,13145,Petrol,145,52.3,1.4,24950
Audi,Q2,2018,Automatic,31352,Petrol,145,54.3,1.4,19950
Audi,A4,2016,Automatic,15135,Diesel,20,67.3,2.0,18950
Audi,Q3,2016,Manual,20719,Diesel,160,49.6,2.0,20950
Audi,A1,2017,Manual,26950,Petrol,0,67.3,1.0,12950
Audi,Q3,2020,Manual,10,Petrol,145,39.8,1.5,28490
Audi,Q7,2019,Automatic,6331,Diesel,145,33.2,3.0,45990
Audi,A5,2019,Automatic,6445,Diesel,145,48.7,2.0,27490
Audi,Q2,2019,Manual,13,Diesel,145,49.6,1.6,21990
Audi,Q3,2020,Manual,24,Petrol,145,39.8,1.5,33990
Audi,A3,2016,Manual,17045,Petrol,200,40.4,2.0,22950
Audi,Q5,2017,Automatic,46048,Diesel,145,56.5,2.0,23950
Audi,A3,2010,Manual,97000,Diesel,20,68.9,1.6,4295
Audi,A3,2012,Manual,46000,Petrol,205,40.9,1.6,5995
Audi,A3,2010,Manual,65000,Diesel,145,53.3,2.0,6475
Audi,Q3,2012,Manual,33029,Diesel,205,47.9,2.0,12990
Audi,A1,2011,Manual,45000,Diesel,0,70.6,1.6,6475
Audi,TT,2012,Manual,66896,Petrol,165,44.1,1.8,8990
Audi,A3,2012,Manual,55000,Diesel,30,64.2,2.0,6675
Audi,A4,2010,Manual,80000,Diesel,150,53.3,2.0,7375
Audi,A5,2014,Manual,78812,Diesel,30,61.4,2.0,10990
Audi,Q3,2019,Manual,1459,Petrol,145,39.8,1.5,29450
Audi,Q3,2019,Manual,1720,Petrol,145,39.8,1.5,29250
Audi,A1,2012,Manual,65794,Diesel,0,74.3,1.6,6790
Audi,A5,2009,Manual,73848,Petrol,235,39.8,1.8,6695
Audi,A3,2007,Manual,104000,Diesel,145,53.3,1.9,2795
Audi,A3,2019,Automatic,2500,Diesel,145,52.3,1.6,24750
Audi,A1,2016,Manual,40494,Petrol,0,67.3,1.0,10550
Audi,A1,2016,Manual,52820,Diesel,0,76.3,1.6,10695
Audi,A6,2019,Automatic,8305,Diesel,145,39.8,3.0,32750
Audi,A1,2014,Manual,70000,Diesel,0,74.3,1.6,7475
Audi,Q7,2014,Semi-Auto,34000,Diesel,555,28.5,4.1,22995
Audi,A3,2011,Manual,87000,Diesel,30,64.2,2.0,5290
Audi,Q7,2017,Automatic,34003,Diesel,145,47.9,3.0,37950
Audi,Q3,2016,Automatic,18515,Petrol,200,40.4,2.0,23950
Audi,A4,2016,Manual,15261,Diesel,30,62.8,2.0,19950
Audi,Q3,2019,Automatic,9859,Diesel,145,47.1,2.0,27950
Audi,Q3,2017,Manual,39087,Diesel,145,56.5,2.0,18450
Audi,A5,2019,Automatic,3306,Diesel,145,51.4,2.0,32450
Audi,A5,2019,Automatic,2000,Diesel,145,45.6,2.0,32950
Audi,A5,2019,Automatic,615,Diesel,145,51.4,2.0,30950
Audi,A1,2020,Automatic,1406,Petrol,145,44.1,1.5,28950
Audi,A1,2019,Automatic,3700,Petrol,145,40.9,2.0,23450
Audi,Q3,2019,Manual,2298,Diesel,145,42.8,2.0,29450
Audi,A7,2019,Automatic,978,Diesel,145,48.7,2.0,35950
Audi,A1,2013,Manual,49547,Diesel,0,74.3,1.6,7490
Audi,A3,2010,Manual,107304,Diesel,125,57.6,2.0,4490
Audi,A1,2014,Manual,60000,Petrol,125,52.3,1.4,8275
Audi,A1,2012,Manual,56472,Diesel,20,68.9,2.0,6975
Audi,A1,2013,Manual,75000,Diesel,0,74.3,1.6,6575
Audi,TT,2010,Manual,49879,Petrol,265,36.7,2.0,6990
Audi,A4,2014,Manual,75261,Diesel,125,60.1,2.0,10475
Audi,A4,2014,Manual,51514,Diesel,30,62.8,2.0,9999
Audi,A3,2016,Manual,19323,Petrol,20,61.4,1.4,12299
Audi,A5,2014,Automatic,83587,Diesel,145,53.3,2.0,8999
Audi,A3,2015,Manual,73643,Petrol,30,56.5,1.2,7999
Audi,A1,2015,Manual,51395,Diesel,0,80.7,1.6,9999
Audi,A5,2016,Manual,46107,Petrol,200,40.9,2.0,14999
Audi,A6,2017,Automatic,47506,Diesel,30,61.4,2.0,18999
Audi,Q5,2018,Automatic,25531,Petrol,145,40.9,2.0,25999
Audi,A1,2016,Manual,23640,Petrol,30,55.4,1.4,11999
Audi,A3,2013,Automatic,31244,Diesel,30,64.2,2.0,12499
Audi,TT,2011,Automatic,75309,Petrol,200,39.8,2.0,9099
Audi,A3,2014,Manual,39828,Petrol,30,57.6,1.2,9999
Audi,A1,2016,Manual,26586,Petrol,30,56.5,1.4,12599
Audi,Q3,2017,Automatic,15003,Petrol,145,47.9,1.4,19999
Audi,A3,2018,Automatic,22739,Diesel,145,72.4,1.6,14999
Audi,TT,2017,Manual,12205,Diesel,30,62.8,2.0,17799
Audi,A3,2015,Automatic,50497,Petrol,160,43.5,1.8,15399
Audi,A3,2015,Manual,35425,Diesel,0,74.3,1.6,11899
Audi,A3,2015,Automatic,17456,Petrol,30,58.9,1.4,15282
Audi,A4,2016,Manual,17418,Diesel,0,74.3,2.0,14799
Audi,A1,2016,Manual,15224,Diesel,0,76.3,1.6,11499
Audi,A3,2015,Manual,63769,Diesel,20,68.9,2.0,9216
Audi,A3,2015,Manual,33207,Diesel,20,67.3,2.0,14999
Audi,A1,2015,Manual,31509,Petrol,0,67.3,1.0,10349
Audi,A1,2012,Manual,44775,Petrol,125,52.3,1.4,8999
Audi,A1,2015,Manual,30006,Petrol,30,58.9,1.4,12521
Audi,TT,2016,Manual,52384,Diesel,30,62.8,2.0,12599
Audi,A1,2016,Manual,12730,Petrol,30,57.6,1.4,11299
Audi,A4,2006,Automatic,105000,Petrol,300,34.0,2.0,3495
Audi,Q5,2011,Manual,168017,Diesel,200,42.1,2.0,6195
Audi,A4,2012,Automatic,43269,Petrol,145,47.1,2.0,11999
Audi,A5,2016,Manual,63332,Diesel,125,58.9,2.0,14800
Audi,A5,2016,Manual,28418,Diesel,145,54.3,2.0,15250
Audi,Q3,2016,Automatic,49530,Diesel,160,50.4,2.0,16999
Audi,Q3,2017,Automatic,26360,Petrol,145,47.9,1.4,17799
Audi,A5,2014,Automatic,69212,Diesel,125,60.1,2.0,12699
Audi,A7,2013,Automatic,76597,Diesel,200,47.9,3.0,14699
Audi,Q5,2014,Automatic,37459,Petrol,260,35.8,2.0,19999
Audi,A1,2016,Manual,17271,Petrol,30,55.4,1.4,11899
Audi,Q3,2015,Manual,51034,Diesel,125,60.1,2.0,13999
Audi,A3,2014,Automatic,44880,Petrol,30,56.5,1.4,10799
Audi,TT,2015,Automatic,58231,Petrol,160,44.1,2.0,15299
Audi,TT,2015,Manual,34897,Petrol,160,46.3,2.0,14799
Audi,Q5,2015,Manual,80521,Diesel,200,47.9,2.0,15099
Audi,A4,2016,Automatic,70248,Diesel,20,70.6,2.0,12499
Audi,TT,2015,Manual,26258,Petrol,145,47.1,2.0,16999
Audi,Q5,2010,Manual,77295,Diesel,235,43.5,2.0,9299
Audi,A3,2017,Manual,13291,Diesel,145,74.3,1.6,13995
Audi,A6,2016,Manual,38200,Diesel,30,61.4,2.0,13799
Audi,Q3,2017,Manual,56653,Diesel,30,61.4,2.0,15699
Audi,A6,2015,Automatic,80232,Diesel,125,61.4,2.0,15799
Audi,A5,2014,Automatic,57873,Diesel,125,58.9,2.0,12199
Audi,A6,2016,Automatic,45194,Diesel,20,67.3,2.0,14999
Audi,S3,2016,Semi-Auto,22445,Petrol,160,43.5,2.0,22745
Audi,A3,2009,Manual,63241,Petrol,200,41.5,1.6,5000
Audi,A1,2013,Automatic,51476,Petrol,125,53.3,1.4,9799
Audi,A3,2016,Automatic,34078,Diesel,125,58.9,2.0,14299
Audi,A3,2015,Automatic,29460,Diesel,30,64.2,2.0,11999
Audi,A3,2011,Manual,85246,Diesel,30,65.7,1.6,5899
Audi,A6,2013,Manual,83297,Diesel,145,56.5,2.0,8399
Audi,A5,2015,Manual,79651,Diesel,145,54.3,2.0,10800
Audi,A4,2016,Manual,88151,Diesel,20,70.6,2.0,10200
Audi,A4,2014,Automatic,45411,Diesel,125,58.9,2.0,12995
Audi,TT,2012,Semi-Auto,56441,Petrol,265,36.7,2.0,14000
Audi,A3,2013,Manual,49525,Diesel,20,68.9,1.6,7000
Audi,A3,2008,Manual,136000,Diesel,205,48.7,2.0,2995
Audi,A3,2008,Manual,119000,Petrol,260,37.7,2.0,4495
Audi,A5,2009,Manual,108000,Petrol,160,42.8,2.0,5495
Audi,A5,2011,Manual,85000,Diesel,200,48.7,2.0,8395
Audi,A4,2016,Manual,44328,Diesel,20,70.6,2.0,14729
